Municipality Code	Street Code	Street Name	Street House number from	Street House Number to	Street House Number even[L]/odd[U]	Post Code	Locality
320	179	Egevej              	2	22	L	4690	Haslev              
320	179	Egevej              	1	25	U	4690	Haslev              
320	180	Elleb¾kvej          	2	4	L	4640	Faxe                
320	180	Elleb¾kvej          	1	009Z	U	4640	Faxe                
320	181	EllegŒrdsvej        	2	6	L	4690	Haslev              
320	181	EllegŒrdsvej        	1	3	U	4690	Haslev              
320	182	Ellevej             	2	20	L	4640	Faxe                
320	182	Ellevej             	1	19	U	4640	Faxe                
320	183	Elmeparken          	2	30	L	4690	Haslev              
320	183	Elmeparken          	1	33	U	4690	Haslev              
320	184	Elmevej             	2	26	L	4683	R¿nnede             
320	184	Elmevej             	1	41	U	4683	R¿nnede             
320	185	Elmevej             	2	8	L	4653	Karise              
320	185	Elmevej             	1	011Z	U	4653	Karise              
320	187	Elmueparken         	2	18	L	4654	Faxe Ladeplads      
320	187	Elmueparken         	1	15	U	4654	Faxe Ladeplads      
320	188	Elmuevej            	2	36	L	4654	Faxe Ladeplads      
320	188	Elmuevej            	1	17	U	4654	Faxe Ladeplads      
320	189	Elverh¿jvej         	32	34	L	4653	Karise              
320	190	Eneb¾rvej           	2	10	L	4690	Haslev              
320	190	Eneb¾rvej           	1	17	U	4690	Haslev              
320	191	Energivej           	    	    	L	4690	Haslev              
320	191	Energivej           	1	35	U	4690	Haslev              
320	192	Engdalen            	2	10	L	4690	Haslev              
320	192	Engdalen            	1	13	U	4690	Haslev              
320	193	Engestoftevej       	2	2	L	4640	Faxe                
320	194	EnghavegŒrdsvej     	2	12	L	4690	Haslev              
320	194	EnghavegŒrdsvej     	1	9	U	4690	Haslev              
320	195	Enghavevej          	2	16	L	4690	Haslev              
320	195	Enghavevej          	005A	9	U	4690	Haslev              
320	195	Enghavevej          	15	15	U	4690	Haslev              
320	196	Enghavevej          	2	004Z	L	4654	Faxe Ladeplads      
320	197	Engsvinget          	2	18	L	4654	Faxe Ladeplads      
320	197	Engsvinget          	1	17	U	4654	Faxe Ladeplads      
320	198	Engsvinget          	4	8	L	4690	Haslev              
320	198	Engsvinget          	1	9	U	4690	Haslev              
320	199	Engvej              	2	6	L	4654	Faxe Ladeplads      
320	200	Enighedsvej         	2	22	L	4690	Haslev              
320	200	Enighedsvej         	7	17	U	4690	Haslev              
320	201	Erantisvej          	2	16	L	4690	Haslev              
320	201	Erantisvej          	1	13	U	4690	Haslev              
320	205	Eskilstrupvej       	2	22	L	4683	R¿nnede             
320	205	Eskilstrupvej       	1	41	U	4683	R¿nnede             
320	206	Espeengvej          	2	8	L	4690	Haslev              
320	206	Espeengvej          	1	13	U	4690	Haslev              
320	207	Faxe Havnevej       	2	10	L	4640	Faxe                
320	207	Faxe Havnevej       	1	11	U	4640	Faxe                
320	208	Faxevej             	2	52	L	4654	Faxe Ladeplads      
320	208	Faxevej             	60	64	L	4654	Faxe Ladeplads      
320	208	Faxevej             	1	33	U	4654	Faxe Ladeplads      
320	210	Faxevej             	32	58	L	4683	R¿nnede             
320	210	Faxevej             	60	70	L	4640	Faxe                
320	210	Faxevej             	31	59	U	4683	R¿nnede             
320	210	Faxevej             	61	69	U	4640	Faxe                
320	213	Falkevej            	2	8	L	4683	R¿nnede             
320	213	Falkevej            	1	5	U	4683	R¿nnede             
320	214	Fasanvej            	2	12	L	4683	R¿nnede             
320	214	Fasanvej            	1	11	U	4683	R¿nnede             
320	216	Fasanvej            	2	26	L	4653	Karise              
320	216	Fasanvej            	1	19	U	4653	Karise              
320	217	Fasanv¾nget         	2	24	L	4690	Haslev              
320	217	Fasanv¾nget         	1	19	U	4690	Haslev              
320	218	Favrbyvej           	2	68	L	4654	Faxe Ladeplads      
320	218	Favrbyvej           	1	045Z	U	4654	Faxe Ladeplads      
320	219	Faxe Alle           	2	6	L	4640	Faxe                
320	219	Faxe Alle           	1	1	U	4640	Faxe                
320	221	Feddet              	2	026Z	L	4640	Faxe                
320	221	Feddet              	1	031Z	U	4640	Faxe                
320	222	Ferskenvej          	2	10	L	4690	Haslev              
320	222	Ferskenvej          	1	21	U	4690	Haslev              
320	223	Figenvej            	2	14	L	4690	Haslev              
320	223	Figenvej            	1	27	U	4690	Haslev              
320	224	Finlandsgade        	2	32	L	4690	Haslev              
320	224	Finlandsgade        	1	35	U	4690	Haslev              
320	226	Fjordvej            	2	14	L	4640	Faxe                
320	226	Fjordvej            	1	23	U	4640	Faxe                
320	227	Flidsagervej        	2	024Z	L	4654	Faxe Ladeplads      
320	227	Flidsagervej        	1	9	U	4654	Faxe Ladeplads      
320	228	Floraparken         	002A	92	L	4690	Haslev              
320	228	Floraparken         	1	97	U	4690	Haslev              
320	229	Folehaven           	2	4	L	4654	Faxe Ladeplads      
320	229	Folehaven           	1	7	U	4654	Faxe Ladeplads      
320	230	Folmer Sangers Vej  	2	24	L	4653	Karise              
320	230	Folmer Sangers Vej  	1	23	U	4653	Karise              
320	231	ForŒrsvej           	2	008Z	L	4654	Faxe Ladeplads      
320	231	ForŒrsvej           	1	7	U	4654	Faxe Ladeplads      
320	234	Fredensvej          	2	46	L	4654	Faxe Ladeplads      
320	234	Fredensvej          	1	021Z	U	4654	Faxe Ladeplads      
320	235	Fredensvej          	2	20	L	4690	Haslev              
320	235	Fredensvej          	001A	13	U	4690	Haslev              
320	236	Frederiksgade       	002A	60	L	4690	Haslev              
320	236	Frederiksgade       	1	1	U	4690	Haslev              
320	236	Frederiksgade       	9	11	U	4690	Haslev              
320	237	Frederiksmindevej   	2	32	L	4640	Faxe                
320	237	Frederiksmindevej   	1	21	U	4640	Faxe                
320	238	Frederiksvej        	2	16	L	4654	Faxe Ladeplads      
320	238	Frederiksvej        	1	011Z	U	4654	Faxe Ladeplads      
320	239	Freerslev           	    	    	L	4690	Haslev              
320	240	Freerslev Annex     	2	4	L	4690	Haslev              
320	240	Freerslev Annex     	001A	13	U	4690	Haslev              
320	240	Freerslev Annex     	17	17	U	4690	Haslev              
320	242	Freerslev Bygade    	2	14	L	4690	Haslev              
320	242	Freerslev Bygade    	1	1	U	4690	Haslev              
320	243	Freerslev Overdr Vej	2	16	L	4690	Haslev              
320	243	Freerslev Overdr Vej	1	5	U	4690	Haslev              
320	244	Freerslevvej        	002A	32	L	4690	Haslev              
320	244	Freerslevvej        	3	39	U	4690	Haslev              
320	245	Frejasvej           	2	016Z	L	4640	Faxe                
320	245	Frejasvej           	1	15	U	4640	Faxe                
320	249	Fru Marthes Vej     	2	6	L	4653	Karise              
320	249	Fru Marthes Vej     	1	5	U	4653	Karise              
320	250	Fr¿gŒrdsvej         	002A	74	L	4690	Haslev              
320	250	Fr¿gŒrdsvej         	1	41	U	4690	Haslev              
320	251	Fuglsang            	2	2	L	4654	Faxe Ladeplads      
320	251	Fuglsang            	1	7	U	4654	Faxe Ladeplads      
320	253	Fuksiavej           	2	8	L	4683	R¿nnede             
320	253	Fuksiavej           	1	11	U	4683	R¿nnede             
320	254	Fynsvej             	2	008Z	L	4654	Faxe Ladeplads      
320	254	Fynsvej             	1	011Z	U	4654	Faxe Ladeplads      
320	255	Fyrreh¿jen          	2	12	L	4690	Haslev              
320	255	Fyrreh¿jen          	1	13	U	4690	Haslev              
320	256	Fyrrestien          	2	8	L	4654	Faxe Ladeplads      
320	256	Fyrrestien          	1	7	U	4654	Faxe Ladeplads      
320	257	F¾llesvej           	2	4	L	4653	Karise              
320	257	F¾llesvej           	1	5	U	4653	Karise              
320	258	F¾r¿gade            	2	20	L	4690	Haslev              
320	258	F¾r¿gade            	3	13	U	4690	Haslev              
320	258	F¾r¿gade            	15	15	U	4690	Haslev              
320	259	F¿nixvej            	1	3	U	4640	Faxe                
320	260	F¿rslev             	    	    	L	4690	Haslev              
320	261	F¿rslev Bygade      	2	30	L	4690	Haslev              
320	261	F¿rslev Bygade      	32	32	L	4690	Haslev              
320	261	F¿rslev Bygade      	34	34	L	4690	Haslev              
320	261	F¿rslev Bygade      	36	36	L	4690	Haslev              
320	261	F¿rslev Bygade      	1	55	U	4690	Haslev              
320	262	F¿rslev Enghave     	4	6	L	4690	Haslev              
320	263	F¿rslev Kirkestr¾de 	2	12	L	4690	Haslev              
320	263	F¿rslev Kirkestr¾de 	1	5	U	4690	Haslev              
320	264	F¿rslev M¿llevej    	2	6	L	4690	Haslev              
320	264	F¿rslev M¿llevej    	1	21	U	4690	Haslev              
320	265	F¿rslev Pr¾stemark  	2	8	L	4690	Haslev              
320	265	F¿rslev Pr¾stemark  	1	9	U	4690	Haslev              
320	266	F¿rslev Skolevej    	2	14	L	4690	Haslev              
320	266	F¿rslev Skolevej    	1	17	U	4690	Haslev              
320	267	F¿rslev Tuerum      	4	8	L	4690	Haslev              
320	267	F¿rslev Tuerum      	1	3	U	4690	Haslev              
320	268	Gamle By            	2	24	L	4690	Haslev              
320	268	Gamle By            	1	15	U	4690	Haslev              
320	269	Gamle Ternes¿vej    	    	    	L	4690	Haslev              
320	272	Gammelbyvej         	2	6	L	4653	Karise              
320	272	Gammelbyvej         	1	3	U	4653	Karise              
320	273	Gannebro            	2	12	L	4640	Faxe                
320	273	Gannebro            	1	5	U	4640	Faxe                
320	275	Ganneskovvej        	2	4	L	4653	Karise              
320	275	Ganneskovvej        	1	3	U	4653	Karise              
320	276	Gartnerhaven        	2	8	L	4654	Faxe Ladeplads      
320	276	Gartnerhaven        	1	33	U	4654	Faxe Ladeplads      
320	277	Gartnerparken       	2	30	L	4654	Faxe Ladeplads      
320	277	Gartnerparken       	1	29	U	4654	Faxe Ladeplads      
320	278	Gartnervej          	2	10	L	4654	Faxe Ladeplads      
320	278	Gartnervej          	1	41	U	4654	Faxe Ladeplads      
320	279	Gartnerv¾nget       	2	14	L	4654	Faxe Ladeplads      
320	279	Gartnerv¾nget       	1	17	U	4654	Faxe Ladeplads      
320	281	Gasv¾rksvej         	2	8	L	4690	Haslev              
320	281	Gasv¾rksvej         	1	9	U	4690	Haslev              
320	282	Gavev¾nget          	1	1	U	4683	R¿nnede             
320	283	Geddev¾nget         	2	12	L	4653	Karise              
320	283	Geddev¾nget         	1	7	U	4653	Karise              
320	284	Gefionsvej          	2	18	L	4654	Faxe Ladeplads      
320	284	Gefionsvej          	1	19	U	4654	Faxe Ladeplads      
320	285	Gildringeparken     	2	22	L	4690	Haslev              
320	285	Gildringeparken     	28	52	L	4690	Haslev              
320	285	Gildringeparken     	1	51	U	4690	Haslev              
320	286	Gimlingevej         	2	012Z	L	4653	Karise              
320	286	Gimlingevej         	1	001Z	U	4653	Karise              
320	288	Gisselfeld Kloster  	2	2	L	4690	Haslev              
320	288	Gisselfeld Kloster  	1	3	U	4690	Haslev              
320	290	Gisselfeldvej       	4	4	L	4690	Haslev              
320	290	Gisselfeldvej       	8	8	L	4690	Haslev              
320	290	Gisselfeldvej       	010A	20	L	4690	Haslev              
320	290	Gisselfeldvej       	24	040Z	L	4690	Haslev              
320	290	Gisselfeldvej       	1	1	U	4690	Haslev              
320	290	Gisselfeldvej       	3	007B	U	4690	Haslev              
320	290	Gisselfeldvej       	27	35	U	4690	Haslev              
320	294	Gl Strandvej        	2	026Z	L	4640	Faxe                
320	294	Gl Strandvej        	1	15	U	4640	Faxe                
320	295	Gl. N¾stvedvej      	2	64	L	4683	R¿nnede             
320	295	Gl. N¾stvedvej      	1	041Z	U	4683	R¿nnede             
320	296	Glentevej           	2	12	L	4683	R¿nnede             
320	296	Glentevej           	1	13	U	4683	R¿nnede             
320	297	Glentevej           	2	18	L	4690	Haslev              
320	297	Glentevej           	1	21	U	4690	Haslev              
320	298	Glentevej           	2	010Z	L	4640	Faxe                
320	298	Glentevej           	1	003Z	U	4640	Faxe                
320	299	Granh¿jen           	2	12	L	4690	Haslev              
320	299	Granh¿jen           	1	9	U	4690	Haslev              
320	300	Granparken          	002A	28	L	4690	Haslev              
320	300	Granparken          	1	13	U	4690	Haslev              
320	301	Gransangervej       	002A	16	L	4690	Haslev              
320	301	Gransangervej       	3	3	U	4690	Haslev              
320	301	Gransangervej       	7	11	U	4690	Haslev              
320	302	Granvej             	2	16	L	4683	R¿nnede             
320	302	Granvej             	1	13	U	4683	R¿nnede             
320	304	Granvej             	2	4	L	4640	Faxe                
320	304	Granvej             	1	5	U	4640	Faxe                
320	305	Granv¾nget          	2	30	L	4640	Faxe                
320	305	Granv¾nget          	1	29	U	4640	Faxe                
320	306	Gribsbjerg          	2	8	L	4640	Faxe                
320	306	Gribsbjerg          	1	3	U	4640	Faxe                
320	309	Grunderupvej        	2	34	L	4683	R¿nnede             
320	309	Grunderupvej        	1	35	U	4683	R¿nnede             
320	310	Gr¾svej             	2	12	L	4653	Karise              
320	310	Gr¾svej             	1	001A	U	4653	Karise              
320	311	Gr¿ndalsparken      	2	34	L	4690	Haslev              
320	311	Gr¿ndalsparken      	1	33	U	4690	Haslev              
320	312	Gr¿ndalsvej         	2	44	L	4690	Haslev              
320	312	Gr¿ndalsvej         	025A	033L	U	4690	Haslev              
320	312	Gr¿ndalsvej         	35	37	U	4690	Haslev              
320	312	Gr¿ndalsvej         	39	39	U	4690	Haslev              
320	313	Gr¿nh¿jgŒrdsvej     	2	14	L	4690	Haslev              
320	313	Gr¿nh¿jgŒrdsvej     	1	1	U	4690	Haslev              
320	314	Gr¿nlandsgade       	2	18	L	4690	Haslev              
320	314	Gr¿nlandsgade       	1	9	U	4690	Haslev              
320	316	Gr¿nningen          	2	74	L	4640	Faxe                
320	316	Gr¿nningen          	1	75	U	4640	Faxe                
320	317	Guldagervej         	1	175	U	4640	Faxe                
320	318	Gyldenh¿jvej        	2	8	L	4640	Faxe                
320	318	Gyldenh¿jvej        	1	1	U	4640	Faxe                
320	319	Gyldenmosen         	2	8	L	4640	Faxe                
320	319	Gyldenmosen         	1	7	U	4640	Faxe                
320	321	Gyvelvej            	2	14	L	4690	Haslev              
320	321	Gyvelvej            	1	29	U	4690	Haslev              
320	322	GŒrdh¿jen           	2	10	L	4690	Haslev              
320	322	GŒrdh¿jen           	1	11	U	4690	Haslev              
320	323	H. C. ¯rsteds Vej   	2	22	L	4690	Haslev              
320	323	H. C. ¯rsteds Vej   	1	25	U	4690	Haslev              
320	324	HammersgŒrdvej      	2	4	L	4690	Haslev              
320	324	HammersgŒrdvej      	1	13	U	4690	Haslev              
320	325	Hanegal             	2	8	L	4690	Haslev              
320	325	Hanegal             	1	7	U	4690	Haslev              
320	326	Haslev              	    	    	L	4690	Haslev              
320	327	HaslevgŒrden        	    	    	L	4690	Haslev              
320	328	Hasselvej           	002A	20	L	4690	Haslev              
320	328	Hasselvej           	1	31	U	4690	Haslev              
320	329	Hasselvej           	2	8	L	4683	R¿nnede             
320	329	Hasselvej           	1	15	U	4683	R¿nnede             
320	331	Hasselvej           	2	014Z	L	4654	Faxe Ladeplads      
320	331	Hasselvej           	1	9	U	4654	Faxe Ladeplads      
320	332	Havemarksvej        	2	10	L	4690	Haslev              
320	332	Havemarksvej        	1	11	U	4690	Haslev              
320	333	Havetoften          	2	16	L	4690	Haslev              
320	333	Havetoften          	1	21	U	4690	Haslev              
320	334	Havnevej            	2	12	L	4654	Faxe Ladeplads      
320	334	Havnevej            	1	3	U	4654	Faxe Ladeplads      
320	334	Havnevej            	9	11	U	4654	Faxe Ladeplads      
320	335	Havrev¾nget         	002A	66	L	4690	Haslev              
320	335	Havrev¾nget         	3	47	U	4690	Haslev              
320	336	Hedvigsvej          	2	034Z	L	4654	Faxe Ladeplads      
320	336	Hedvigsvej          	1	031Z	U	4654	Faxe Ladeplads      
320	338	Heeringvej          	2	048B	L	4690	Haslev              
320	338	Heeringvej          	1	41	U	4690	Haslev              
320	339	Hegnstoften         	2	16	L	4683	R¿nnede             
320	339	Hegnstoften         	1	15	U	4683	R¿nnede             
320	342	Hemmestrupvej       	8	8	L	4683	R¿nnede             
320	342	Hemmestrupvej       	7	13	U	4683	R¿nnede             
320	343	Hemmingsvej         	2	60	L	4653	Karise              
320	343	Hemmingsvej         	1	83	U	4653	Karise              
320	344	Henriettelundvej    	2	12	L	4690	Haslev              
320	344	Henriettelundvej    	1	9	U	4690	Haslev              
320	345	Hermelinvej         	2	38	L	4690	Haslev              
320	345	Hermelinvej         	1	27	U	4690	Haslev              
320	346	Hertelsvej          	2	58	L	4640	Faxe                
320	346	Hertelsvej          	1	27	U	4640	Faxe                
320	347	Hesede              	    	    	L	4690	Haslev              
320	348	Hesede HovedgŒrd    	1	3	U	4690	Haslev              
320	349	Hesselbjergvej      	2	14	L	4690	Haslev              
320	349	Hesselbjergvej      	1	7	U	4690	Haslev              
320	350	Hestehavevej        	2	12	L	4690	Haslev              
320	350	Hestehavevej        	1	1	U	4690	Haslev              
320	352	Hestehavevej        	2	14	L	4683	R¿nnede             
320	352	Hestehavevej        	1	015Z	U	4683	R¿nnede             
320	353	Hestehavevej        	2	016Z	L	4654	Faxe Ladeplads      
320	353	Hestehavevej        	1	13	U	4654	Faxe Ladeplads      
320	354	Hestev¾nget         	2	6	L	4683	R¿nnede             
320	354	Hestev¾nget         	1	7	U	4683	R¿nnede             
320	355	Hindb¾rvej          	2	8	L	4690	Haslev              
320	355	Hindb¾rvej          	1	7	U	4690	Haslev              
320	356	Hirsev¾nget         	2	2	L	4690	Haslev              
320	356	Hirsev¾nget         	1	5	U	4690	Haslev              
320	357	Hjortens Flugt      	2	12	L	4653	Karise              
320	357	Hjortens Flugt      	1	11	U	4653	Karise              
320	358	Hjortevej           	2	48	L	4690	Haslev              
320	358	Hjortevej           	1	55	U	4690	Haslev              
320	359	Holte Alle          	    	    	L	4690	Haslev              
320	360	Holteskovvej        	2	024Z	L	4640	Faxe                
320	360	Holteskovvej        	1	21	U	4640	Faxe                
320	362	Houmannsvej         	2	14	L	4690	Haslev              
320	362	Houmannsvej         	1	5	U	4690	Haslev              
320	362	Houmannsvej         	9	11	U	4690	Haslev              
320	363	Hovbygade           	2	18	L	4640	Faxe                
320	363	Hovbygade           	1	17	U	4640	Faxe                
320	364	Hovedgaden          	2	4	L	4654	Faxe Ladeplads      
320	364	Hovedgaden          	12	78	L	4654	Faxe Ladeplads      
320	364	Hovedgaden          	1	097Z	U	4654	Faxe Ladeplads      
320	366	Hovvej              	4	14	L	4690	Haslev              
320	366	Hovvej              	1	5	U	4690	Haslev              
320	367	Hovv¾nget           	2	6	L	4654	Faxe Ladeplads      
320	367	Hovv¾nget           	1	007Z	U	4654	Faxe Ladeplads      
320	368	Hugkrogen           	2	6	L	4640	Faxe                
320	368	Hugkrogen           	1	1	U	4640	Faxe                
320	369	HulegŒrdsvej        	12	12	L	4100	Ringsted            
320	371	Hulh¿jvej           	4	12	L	4640	Faxe                
320	371	Hulh¿jvej           	14	16	L	4683	R¿nnede             
320	371	Hulh¿jvej           	11	11	U	4640	Faxe                
320	371	Hulh¿jvej           	13	13	U	4640	Faxe                
320	371	Hulh¿jvej           	15	15	U	4640	Faxe                
320	372	Humlev¾nget         	2	44	L	4690	Haslev              
320	372	Humlev¾nget         	1	45	U	4690	Haslev              
320	373	Huslodderne         	2	16	L	4640	Faxe                
320	373	Huslodderne         	1	5	U	4640	Faxe                
320	374	Hvedev¾nget         	2	48	L	4690	Haslev              
320	374	Hvedev¾nget         	1	45	U	4690	Haslev              
320	375	Hyacintvej          	2	16	L	4690	Haslev              
320	375	Hyacintvej          	1	13	U	4690	Haslev              
320	376	Hybenvej            	2	4	L	4690	Haslev              
320	376	Hybenvej            	1	1	U	4690	Haslev              
320	377	Hybenvej            	2	22	L	4654	Faxe Ladeplads      
320	377	Hybenvej            	1	23	U	4654	Faxe Ladeplads      
320	380	Hylledevej          	2	16	L	4640	Faxe                
320	380	Hylledevej          	18	34	L	4683	R¿nnede             
320	380	Hylledevej          	1	15	U	4640	Faxe                
320	380	Hylledevej          	17	31	U	4683	R¿nnede             
320	382	Hylleholtvej        	2	48	L	4654	Faxe Ladeplads      
320	382	Hylleholtvej        	1	7	U	4654	Faxe Ladeplads      
320	382	Hylleholtvej        	11	39	U	4654	Faxe Ladeplads      
320	384	Hyrdeh¿j            	2	18	L	4690	Haslev              
320	384	Hyrdeh¿j            	1	13	U	4690	Haslev              
320	386	H¿gevej             	2	10	L	4683	R¿nnede             
320	386	H¿gevej             	1	7	U	4683	R¿nnede             
320	388	H¿jagervej          	8	14	L	4690	Haslev              
320	389	H¿jbakken           	2	12	L	4690	Haslev              
320	389	H¿jbakken           	1	11	U	4690	Haslev              
320	391	H¿jen               	1	3	U	4683	R¿nnede             
320	392	H¿jgŒrdsparken      	    	    	L	4690	Haslev              
320	393	H¿jgŒrdsvej         	2	50	L	4683	R¿nnede             
320	393	H¿jgŒrdsvej         	1	63	U	4683	R¿nnede             
320	394	H¿jgŒrdsvejen       	4	6	L	4690	Haslev              
320	394	H¿jgŒrdsvejen       	1	49	U	4690	Haslev              
320	395	H¿jlandsvej         	2	14	L	4690	Haslev              
320	395	H¿jlandsvej         	1	13	U	4690	Haslev              
320	398	H¿jleddet           	2	10	L	4690	Haslev              
320	398	H¿jleddet           	1	9	U	4690	Haslev              
320	399	H¿jmarken           	2	10	L	4690	Haslev              
320	399	H¿jmarken           	1	9	U	4690	Haslev              
320	401	H¿jskolevej         	4	8	L	4690	Haslev              
320	401	H¿jskolevej         	1	15	U	4690	Haslev              
320	403	H¿jsletten          	2	8	L	4690	Haslev              
320	403	H¿jsletten          	1	15	U	4690	Haslev              
320	404	H¿jtoften           	2	12	L	4690	Haslev              
320	404	H¿jtoften           	1	15	U	4690	Haslev              
320	407	H¿jvangen           	2	18	L	4690	Haslev              
320	407	H¿jvangen           	1	13	U	4690	Haslev              
320	408	H¿rv¾nget           	2	64	L	4690	Haslev              
320	408	H¿rv¾nget           	1	67	U	4690	Haslev              
320	410	H¿sten Teglv¾rksvej 	2	098Z	L	4690	Haslev              
320	410	H¿sten Teglv¾rksvej 	1	105	U	4690	Haslev              
320	411	H¿sten Torp Byvej   	2	8	L	4690	Haslev              
320	411	H¿sten Torp Byvej   	1	5	U	4690	Haslev              
320	412	H¿stenvej           	2	26	L	4690	Haslev              
320	412	H¿stenvej           	1	27	U	4690	Haslev              
320	413	Ildervej            	2	8	L	4690	Haslev              
320	413	Ildervej            	1	45	U	4690	Haslev              
320	414	Industrikrogen      	2	98	L	4683	R¿nnede             
320	414	Industrikrogen      	1	99	U	4683	R¿nnede             
320	415	Industriparken      	2	28	L	4640	Faxe                
320	415	Industriparken      	1	45	U	4640	Faxe                
320	416	Industriskellet     	2	98	L	4683	R¿nnede             
320	416	Industriskellet     	1	99	U	4683	R¿nnede             
320	417	Industrisvinget     	2	98	L	4683	R¿nnede             
320	417	Industrisvinget     	1	99	U	4683	R¿nnede             
320	418	Industrivej         	2	098Z	L	4683	R¿nnede             
320	418	Industrivej         	1	99	U	4683	R¿nnede             
320	420	Industrivej         	2	20	L	4654	Faxe Ladeplads      
320	420	Industrivej         	1	3	U	4654	Faxe Ladeplads      
320	421	Industriv¾nget      	2	10	L	4683	R¿nnede             
320	421	Industriv¾nget      	1	9	U	4683	R¿nnede             
320	423	Ingelstrupvej       	2	4	L	4682	Tureby              
320	423	Ingelstrupvej       	1	7	U	4682	Tureby              
320	423	Ingelstrupvej       	11	11	U	4690	Haslev              
320	424	Ingemannsvej        	2	2	L	4654	Faxe Ladeplads      
320	424	Ingemannsvej        	1	5	U	4654	Faxe Ladeplads      
320	425	Ingers Vej          	2	52	L	4653	Karise              
320	425	Ingers Vej          	1	51	U	4653	Karise              
320	426	Ingridsvej          	2	20	L	4654	Faxe Ladeplads      
320	426	Ingridsvej          	1	025Z	U	4654	Faxe Ladeplads      
320	428	Irisvej             	2	10	L	4683	R¿nnede             
320	428	Irisvej             	1	11	U	4683	R¿nnede             
320	429	Islandsgade         	2	42	L	4690	Haslev              
320	429	Islandsgade         	1	29	U	4690	Haslev              
320	430	Jagtvej             	2	20	L	4653	Karise              
320	430	Jagtvej             	1	11	U	4653	Karise              
320	431	Jasminvej           	2	24	L	4683	R¿nnede             
320	431	Jasminvej           	1	23	U	4683	R¿nnede             
320	432	Jens Chr. Skous Vej 	2	52	L	4690	Haslev              
320	432	Jens Chr. Skous Vej 	1	51	U	4690	Haslev              
320	433	Jens M Knudsens Vej 	2	20	L	4690	Haslev              
320	433	Jens M Knudsens Vej 	1	11	U	4690	Haslev              
320	434	Jens Munks Vej      	2	24	L	4654	Faxe Ladeplads      
320	434	Jens Munks Vej      	1	23	U	4654	Faxe Ladeplads      
320	435	Jens Podes Vej      	2	14	L	4653	Karise              
320	435	Jens Podes Vej      	1	13	U	4653	Karise              
320	438	Jenstrupvej         	2	14	L	4690	Haslev              
320	438	Jenstrupvej         	1	15	U	4690	Haslev              
320	439	Jernbanegade        	2	62	L	4690	Haslev              
320	439	Jernbanegade        	1	87	U	4690	Haslev              
320	440	Jesper Olsens Vej   	2	6	L	4640	Faxe                
320	440	Jesper Olsens Vej   	1	3	U	4640	Faxe                
320	441	Johansgade          	2	16	L	4690	Haslev              
320	441	Johansgade          	1	009B	U	4690	Haslev              
320	442	Jomfru Ellens Vej   	2	24	L	4653	Karise              
320	442	Jomfru Ellens Vej   	1	37	U	4653	Karise              
320	444	Juellund HovedgŒrd  	    	    	L	4682	Tureby              
320	445	Juellundvej         	2	4	L	4682	Tureby              
320	445	Juellundvej         	1	9	U	4682	Tureby              
320	446	Junker Stranges Alle	2	2	L	4653	Karise              
320	446	Junker Stranges Alle	1	1	U	4653	Karise              
320	448	Jyderupvej          	2	16	L	4640	Faxe                
320	448	Jyderupvej          	18	056Z	L	4683	R¿nnede             
320	448	Jyderupvej          	1	11	U	4640	Faxe                
320	448	Jyderupvej          	13	13	U	4683	R¿nnede             
320	448	Jyderupvej          	19	55	U	4683	R¿nnede             
320	451	Jyllandsvej         	2	10	L	4654	Faxe Ladeplads      
320	451	Jyllandsvej         	1	3	U	4654	Faxe Ladeplads      
320	453	J¿rslev Skovvej     	2	6	L	4653	Karise              
320	453	J¿rslev Skovvej     	1	1	U	4653	Karise              
320	454	J¿rslev V¾nge       	2	6	L	4653	Karise              
320	454	J¿rslev V¾nge       	1	9	U	4653	Karise              
320	455	J¿rslevvej          	2	22	L	4653	Karise              
320	455	J¿rslevvej          	1	025Z	U	4653	Karise              
320	456	Kagstrupvej         	80	80	L	4690	Haslev              
320	456	Kagstrupvej         	91	95	U	4690	Haslev              
320	457	Kaj ¯rums Vej       	2	16	L	4654	Faxe Ladeplads      
320	457	Kaj ¯rums Vej       	1	17	U	4654	Faxe Ladeplads      
320	458	Kalkbrudsvej        	2	6	L	4640	Faxe                
320	458	Kalkbrudsvej        	1	005Z	U	4640	Faxe                
320	459	Kalvehaven          	2	24	L	4690	Haslev              
320	460	Kalvehavevej        	2	034Z	L	4640	Faxe                
320	460	Kalvehavevej        	1	041Z	U	4640	Faxe                
320	461	Karen Jeppes Vej    	2	6	L	4653	Karise              
320	461	Karen Jeppes Vej    	1	5	U	4653	Karise              
320	467	Karisevej           	4	134	L	4690	Haslev              
320	467	Karisevej           	136	142	L	4682	Tureby              
320	467	Karisevej           	144	156	L	4653	Karise              
320	467	Karisevej           	3	129Z	U	4690	Haslev              
320	467	Karisevej           	131	147	U	4682	Tureby              
320	467	Karisevej           	149	171	U	4653	Karise              
320	468	Karl Af Rises Vej   	2	12	L	4653	Karise              
320	468	Karl Af Rises Vej   	1	5	U	4653	Karise              
320	469	Karolinelunden      	2	20	L	4690	Haslev              
320	469	Karolinelunden      	22	38	L	4690	Haslev              
320	469	Karolinelunden      	40	52	L	4690	Haslev              
320	469	Karolinelunden      	1	7	U	4690	Haslev              
320	469	Karolinelunden      	9	27	U	4690	Haslev              
320	469	Karolinelunden      	29	35	U	4690	Haslev              
320	470	Kastanievej         	2	28	L	4690	Haslev              
